TITLE,F7_25mMtris_25mMnacl_ph8_FINAL_THERM
DATA TYPE,CD SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,2025/03/28
TIME,22:11:31
SPECTROMETER/DATA SYSTEM,JASCO Corp., J-1500, Rev. 1.00
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  250.0000
LASTX,  200.0000
NPOINTS,      51
FIRSTY,    -0.63198
MAXY,    64.45238
MINY,   -69.94379
XYDATA
Channel 1
,25,35,45.01,55,65,75.01,84.99,95
250,-0.631976,-0.656466,-0.834566,-1.00872,-1.13718,-1.11478,-0.729207,-1.33501
249,-0.743731,-0.85563,-0.760205,-1.06084,-1.19204,-1.35832,-0.978076,-1.71518
248,-0.853859,-0.783121,-1.15472,-1.25146,-1.5011,-1.44189,-1.60445,-1.98596
247,-1.42559,-1.14247,-1.45098,-1.47214,-1.9305,-1.6358,-1.85616,-2.18472
246,-1.59879,-1.4743,-2.02196,-2.2705,-2.30767,-2.1811,-2.25656,-2.99584
245,-1.97602,-2.10225,-2.16273,-2.60388,-2.85668,-2.85985,-2.96484,-3.66141
244,-2.51092,-2.71582,-2.89621,-3.21033,-3.36916,-3.16232,-3.78234,-4.21391
243,-3.41717,-3.52244,-3.87943,-3.79092,-4.13382,-4.32528,-4.75894,-4.74091
242,-4.09832,-4.2374,-4.82397,-4.7069,-5.20053,-5.67045,-5.62427,-5.72346
241,-5.36259,-5.56336,-6.03656,-6.29269,-6.52258,-6.84712,-6.71791,-6.78464
240,-6.75997,-6.8828,-7.03466,-7.6007,-7.53899,-7.98152,-7.9486,-7.80788
239,-8.4861,-8.80255,-8.86846,-8.81347,-9.11842,-9.5953,-9.66681,-9.45425
238,-9.89924,-10.4958,-10.5077,-10.7489,-11.1786,-11.1094,-11.2934,-10.6145
237,-11.743,-12.4481,-12.739,-12.9768,-13.329,-13.2113,-13.0167,-12.0373
236,-13.9127,-14.7918,-14.91,-15.0847,-15.002,-15.4852,-15.0704,-13.5814
235,-16.7684,-17.2214,-17.5848,-18.1052,-17.94,-17.9411,-17.7146,-15.285
234,-19.949,-20.256,-20.5104,-20.7284,-20.938,-20.4896,-20.5831,-16.9787
233,-23.8863,-23.7757,-23.9503,-24.2307,-24.499,-24.0797,-23.4084,-18.5669
232,-28.3003,-27.9576,-28.3968,-28.7328,-28.4279,-28.0956,-26.9508,-21.1143
231,-32.8506,-32.9182,-33.1651,-32.6527,-32.3391,-31.7491,-30.0256,-23.5532
230,-38.2857,-38.0652,-38.0843,-36.9077,-36.6349,-36.1551,-34.0918,-26.0904
229,-43.3777,-42.8151,-42.8065,-41.9776,-41.3221,-40.3629,-37.9489,-27.9419
228,-48.1802,-47.8572,-46.6613,-46.2663,-45.7116,-44.296,-41.7057,-29.9261
227,-53.7735,-52.4398,-51.0608,-51.0178,-49.1995,-48.5771,-45.5416,-31.9645
226,-57.8045,-55.9907,-55.0616,-54.393,-52.7666,-51.4778,-48.8413,-34.5233
225,-60.9003,-59.4944,-58.146,-56.3946,-55.8401,-54.7339,-51.2236,-37.049
224,-63.5985,-62.5732,-61.475,-59.7751,-58.6683,-57.4643,-52.9912,-38.6269
223,-65.8855,-64.8865,-64.0376,-62.0188,-60.9869,-59.6705,-55.343,-39.8459
222,-67.1974,-66.9228,-64.9787,-63.6197,-61.6438,-61.1801,-57.0401,-41.1721
221,-68.599,-68.5756,-65.8756,-65.7042,-63.0317,-62.2311,-58.6924,-42.8137
220,-69.2845,-68.8907,-67.0228,-66.0286,-63.9261,-62.457,-59.6809,-43.1886
219,-69.7409,-68.781,-67.51,-65.8533,-64.1719,-62.6422,-59.9204,-44.6333
218,-69.5025,-68.6185,-67.3825,-66.0102,-64.831,-63.1515,-60.0744,-45.0782
217,-68.8867,-68.1429,-67.029,-66.9682,-64.6403,-63.3106,-60.3663,-45.0541
216,-69.1479,-68.7523,-66.0951,-67.3305,-64.744,-64.2885,-60.362,-46.6203
215,-68.8234,-68.8936,-67.7942,-66.3942,-64.7731,-63.4166,-61.3291,-46.4467
214,-69.233,-67.9337,-67.2196,-65.5962,-65.1562,-62.2092,-60.7294,-46.0103
213,-69.011,-68.5656,-66.0268,-65.5906,-65.3949,-61.9875,-61.7626,-48.4377
212,-68.9189,-69.4627,-67.5925,-67.131,-66.132,-63.5061,-63.3964,-48.8113
211,-69.2499,-69.2324,-69.1265,-68.286,-67.1367,-65.5419,-63.7608,-47.9877
210,-69.9438,-70.3156,-68.5715,-67.4985,-68.13,-65.5615,-64.4285,-50.9803
209,-69.7418,-73.1181,-69.063,-67.2849,-66.6709,-65.5143,-63.5155,-51.7809
208,-68.7325,-70.9503,-69.0627,-66.8588,-64.7595,-65.3226,-61.2052,-54.3385
207,-66.4065,-63.5891,-64.9277,-62.1777,-58.8246,-59.6271,-58.8186,-54.7365
206,-54.6919,-54.8414,-56.3566,-55.4954,-53.6817,-53.338,-54.269,-43.793
205,-43.7747,-47.652,-47.2641,-45.8923,-41.2706,-46.2583,-44.1642,-40.9182
204,-33.6726,-30.219,-33.1667,-36.2756,-28.0455,-31.353,-29.104,-39.9602
203,-17.7966,-20.9264,-22.3781,-26.1099,-17.0845,-21.6966,-13.8466,-26.5832
202,-14.2462,-11.1416,-9.04157,-11.1005,4.51349,-3.08247,8.55744,-18.4685
201,26.3896,7.59269,3.28229,14.1927,-0.0705938,14.7503,41.6741,24.1682
200,64.4524,29.3508,19.0497,34.9364,-2.33108,38.6874,30.5087,17.9864
Channel 2
,25,35,45.01,55,65,75.01,84.99,95
250,292.566,292.895,293.16,293.609,293.877,294.092,294.337,294.762
249,292.836,293.161,293.483,293.895,294.221,294.405,294.659,295.062
248,293.135,293.531,293.797,294.191,294.536,294.786,295.007,295.426
247,293.529,293.915,294.248,294.751,295.019,295.279,295.541,295.872
246,294.04,294.458,294.786,295.301,295.634,295.915,296.177,296.511
245,294.653,295.124,295.493,296.007,296.321,296.629,296.918,297.237
244,295.337,295.823,296.279,296.783,297.189,297.453,297.772,298.008
243,296.303,296.796,297.288,297.795,298.261,298.597,298.892,299.087
242,297.52,298.056,298.565,299.14,299.563,299.998,300.351,300.441
241,299.084,299.652,300.184,300.77,301.29,301.765,302.089,302.147
240,301.08,301.688,302.234,302.894,303.424,303.936,304.267,304.274
